source_type,source_name,entity,document_type,procedure_text,has_tables,pages
ENLACE,Procedimientos - REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"ión simplificado de derechos arancelarios, con la autorización del abono en la cuenta bancaria del beneficiario",False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,exportacion definitiva procedimiento general link de acceso para el despa-pg.02 (versi,False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,ón 6) procedimiento general proced. específico instructivos proc: des,False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,ento y seguimiento de lo dispuesto en el presente procedimiento es de responsabilidad del intendente nacional de,False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,"22/sunat - 20.01.2022)4. para la continuación del trámite de despacho por otro agente de aduana, el exporta",False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,orme al procedimiento específico “continuación de trámite de despacho” despa-pe.00.04.h) notificaciones y c,False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,"ón de correo electrónico hasta la culminación del trámite. d) revisar continuamente el correo electrónico,",False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,"ía"" control-pe.00.10, salvo que se cuente con una solicitud electrónica de reconocimiento físico en el depósi",False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,onible en el portal de la sunat. el estado de las solicitudes electrónicas y actos relacionados con la salida,False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,ra la procedencia en parte o improcedencia de una solicitud. d) el que declara la procedencia cuya ejecución,False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,ior. 8. oi: al operador interviniente. 9. ruc: al registro único de contribuyentes a cargo de la sunat. (rs,False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,"idas y culmina una vez otorgado el levante con el registro de la diligencia, quedando las mercancías bajo re",False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,"iente: a) si cuenta con número de ruc, realiza el registro del mandato electrónico en el portal de la sunat",False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,"ano, o carné de extranjería, pasaporte o carné de permiso temporal de permanencia si es extranjero, cuando",False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,"aduanera en un depósito temporal, este debe tener autorización para operar en la circunscripción de la intendenc",False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,"ancías de exportación prohibida o restringida sin autorización, el funcionario aduanero suspende el despacho, o",False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,ue parcial con lo que se autoriza su levante. a.4 autorización de salida del recinto y registro del ingreso del,False,1
ENLACE,Despacho - Procedimientos Asociados,SUNAT,WEB,"raciones swap1. el swap de oro es la operación de canje de oro local por oro extranjero equivalente, medi",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,xportación temporal para perfeccionamiento pasivo procedimiento general proc: despa-pg.05 exportación temporal pa,False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,ento y seguimiento de lo dispuesto en el presente procedimiento es de responsabilidad del intendente nacional de,False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,iniciones y abreviaturaspara efectos del presente procedimiento se entiende por:1. buzón electrónico: a la secció,False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"que resulte aplicable.2. para la continuación del trámite de despacho por otro agente de aduana, el exporta",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,rme al procedimiento específico “continuación del trámite de despacho” despa-pe.00.04. vii. descripcióna) t,False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"e ser solicitada como reimportación o concluir el trámite de la reimportación iniciado, siempre y cuando se",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"e las mercancías. este plazo puede ser ampliado a solicitud del despachador de aduana o del exportador, en ca",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"sujetas a reconocimiento físico obligatorio. 2. a solicitud del exportador, la autoridad aduanera puede autor",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"de la dam, el despachador de aduana transmite la solicitud de embarque directo desde el local designado por",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"según corresponda, debe contar con: a) número de registro único de contribuyente (ruc) activo y no tener la",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,idas y culmina una vez otorgado el levante con el registro de la diligencia en el sistema informático. las m,False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"y marcas del contenedor, de corresponder. con el registro queda autorizado el levante.6. el depósito tempor",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"presentación de autorizaciones, certificaciones, licencias o permisos, de acuerdo a lo que establezca la no",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"ano, o carné de extranjería, pasaporte o carné de permiso temporal de permanencia si es extranjero, cuando",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"n de autorizaciones, certificaciones, licencias o permisos, de acuerdo a lo que establezca la norma específ",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"aduanera en un depósito temporal, este debe tener autorización para operar en la circunscripción de la intendenc",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"a través del portal de la sunat, la respuesta de autorización o rechazo. de ser autorizado, el despachador de a",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"el exportador, previa evaluación, la respuesta de autorización es transmitida a través del sistema informático p",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,admision temporal para perfeccionamiento activo procedimiento general proc: despa-pg.06 admisión temporal para,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,ento y seguimiento de lo dispuesto en el presente procedimiento es de responsabilidad del intendente nacional de,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,niciones y abreviaturas para efectos del presente procedimiento se entiende por: 1. buzón electrónico: a la secci,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,to faculta al agente de aduana a realizar actos y trámites relacionados con el despacho y retiro de las mer,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,as a destinación aduanera y no se ha culminado su trámite: b.1. para el despacho anticipado: dentro del pla,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"e suspendido el plazo de oficio, en tanto dure el trámite de renovación de la garantía de acuerdo con el pr",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,n mismo transportista autorizado por la sunat. i) solicitud de zona primaria con autorización especial (zpae),False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"ia y el comercio así lo ameriten, para lo cual la solicitud debe contener la información y la documentación s",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"acenamiento, según sea el caso a esta zona. 2. la solicitud de zpae es remitida por el beneficiario o su repr",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"l decreto legislativo nº 943 que aprobó la ley de registro único de contribuyentes, resolución de superinten",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"ficiario del régimen debe contar con su número de registro único de contribuyentes (ruc) activo, clave sol y",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,bandeja de spam o de correo no deseado. 2. con el registro de la mencionada dirección del correo electrónico,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"portador cuando la norma específica lo señale. f) certificado de origen, cuando corresponda. g) cuando las cara",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"de salida, volante de despacho, ticket de pesaje, certificado de peso o certificado de cantidad recibida, la li",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"tenidos en el ticket de salida, ticket de pesaje, certificado de peso o certificado de cantidad que acredite el",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"d pública, debiendo adjuntar a la comunicación el permiso del sector competente según el tipo de material c",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,tringidas se realiza siempre que se cuente con la autorización que permita su ingreso definitivo al país. 3. el,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,ado al depósito temporal o a la zona primaria con autorización especial. b) diferido: después de la llegada del,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,o por la sunat. i) solicitud de zona primaria con autorización especial (zpae) 1. la autoridad aduanera puede au,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"e serán trasladadas las mercancías, conforme a su inscripción en la sunat; caso contrario el sistema informátic",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,ecial de zona primaria se consignan conforme a su inscripción en la sunat; caso contrario el sistema informátic,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"ogas serán aprobadas automáticamente, con la sola renovación de la garantía antes del vencimiento del plazo ot",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,aceptación de la garantía renovada. no procede la renovación extemporánea de la garantía. tratándose de la gar,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"o el plazo de oficio, en tanto dure el trámite de renovación de la garantía de acuerdo con el procedimiento es",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,derarlo pertinente. e) garantías e1) renovación o canje 1. dentro de la vigencia de la garantía inicialme,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,"nte otorgada, esta puede ser renovada o canjeada conforme a lo establecido en los procedimiento",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL PARA EL PERFECCIONAMIENTO ACTIVO,SUNAT,WEB,cuando corresponda. 3. concedida la renovación o canje de la garantía el funcionario aduanero procede a,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,admision temporal para perfeccionamiento activo procedimiento general proc: despa-pg.06-a admisión temporal par,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,dores del comercio exterior que intervienen en el procedimiento del régimen de admisión temporal para perfecciona,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,to y seguimiento de lo establecido en el presente procedimiento es de responsabilidad de la intendencia de gestió,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,señalados en el artículo 201° del reglamento. el trámite se rige por lo establecido en el procedimiento de,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,la mercancía solicitada al presente régimen cuyo trámite no haya culminado dentro de los treinta (30) días,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,"duana presenta, mediante expediente con código de trámite documentario tupa 1118, la documentación sustenta",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,"r del día siguiente del término de la descarga. a solicitud del dueño o consignatario, presentada dentro del",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,endo necesario su ingreso a un depósito temporal. solicitud de autorización especial de zona primaria 16.  pa,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,industria o el comercio que así lo ameriten;  la solicitud debe contener la información y la documentación s,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,"mentarias del decreto legislativo n.º 943, ley de registro único de contribuyentes, aprobada por resolución",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,.     el beneficiario del régimen debe contar con registro único de contribuyentes (ruc) activo y no tener l,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,"orrespondiente. los datos relativos al número del registro único del contribuyente (ruc), nombre o denominac",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,"specífica lo exija. g)  fotocopia autenticada del certificado de origen, cuando corresponda. h)  la declaración",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,"d pública, debiendo adjuntar a la comunicación el permiso del sector competente según el tipo de material c",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,ará si las mercancías restringidas cuentan con la autorización que permita su ingreso definitivo al país. modali,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,ado al depósito temporal o a la zona primaria con autorización especial. (rin-016-2016-sunat/5f0000-04.07.2016),False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,o su ingreso a un depósito temporal. solicitud de autorización especial de zona primaria 16.  para acogerse a la,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,"o, se deben consignar exactamente de acuerdo a su inscripción  en la sunat,  en caso contrario el sigad rechaza",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,"a, se deben consignar exactamente de acuerdo a su inscripción en la sunat; caso contrario el sigad rechaza la n",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,"ogas serán aprobadas automáticamente, con la sola renovación de la garantía antes del vencimiento del plazo ot",False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,aceptación de la garantía renovada. no procede la renovación extemporánea de la garantía. 23.   cuando la gara,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,el descargo en la cuenta corriente. f. garantias renovación o canje 1.   dentro de la vigencia de la garantía,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,en la cuenta corriente. f. garantias renovación o canje 1.   dentro de la vigencia de la garantía inicial,False,1
ENLACE,Procedimientos - ADMISION TEMPORAL,SUNAT,WEB,"mente otorgada, ésta puede ser renovada o canjeada con la sola presentación de la nueva garantía",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,xportación temporal para perfeccionamiento pasivo procedimiento general proc: despa-pg.05 exportación temporal pa,False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,ento y seguimiento de lo dispuesto en el presente procedimiento es de responsabilidad del intendente nacional de,False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,iniciones y abreviaturaspara efectos del presente procedimiento se entiende por:1. buzón electrónico: a la secció,False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"que resulte aplicable.2. para la continuación del trámite de despacho por otro agente de aduana, el exporta",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,rme al procedimiento específico “continuación del trámite de despacho” despa-pe.00.04. vii. descripcióna) t,False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"e ser solicitada como reimportación o concluir el trámite de la reimportación iniciado, siempre y cuando se",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"e las mercancías. este plazo puede ser ampliado a solicitud del despachador de aduana o del exportador, en ca",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"sujetas a reconocimiento físico obligatorio. 2. a solicitud del exportador, la autoridad aduanera puede autor",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"de la dam, el despachador de aduana transmite la solicitud de embarque directo desde el local designado por",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"según corresponda, debe contar con: a) número de registro único de contribuyente (ruc) activo y no tener la",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,idas y culmina una vez otorgado el levante con el registro de la diligencia en el sistema informático. las m,False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"y marcas del contenedor, de corresponder. con el registro queda autorizado el levante.6. el depósito tempor",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"presentación de autorizaciones, certificaciones, licencias o permisos, de acuerdo a lo que establezca la no",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"ano, o carné de extranjería, pasaporte o carné de permiso temporal de permanencia si es extranjero, cuando",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"n de autorizaciones, certificaciones, licencias o permisos, de acuerdo a lo que establezca la norma específ",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"aduanera en un depósito temporal, este debe tener autorización para operar en la circunscripción de la intendenc",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"a través del portal de la sunat, la respuesta de autorización o rechazo. de ser autorizado, el despachador de a",False,1
ENLACE,Procedimientos - EXPORTACION TEMPORAL PARA REIMPORTACION EN EL MISMO ESTADO,SUNAT,WEB,"el exportador, previa evaluación, la respuesta de autorización es transmitida a través del sistema informático p",False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,restitucion de derechos arancelarios - drawback procedimiento general proc: despa-pg.07 restitución simplificad,False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,la atención de las solicitudes de acogimiento al procedimiento de restitución simplificado de derechos arancelar,False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,n el trámite de las solicitudes de acogimiento al procedimiento de restitución simplificado de derechos arancelar,False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,operador interviniente (oi) que participan en el trámite de las solicitudes de acogimiento al procedimient,False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,"vés de su buzón electrónico, y se continúa con el trámite establecido en el numeral 5 del literal b de la p",False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,"go aduanero, sin perjuicio de la continuación del trámite. d) de la fiscalización especial1. de evidenciars",False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,lecer las pautas a seguir para la atención de las solicitudes de acogimiento al procedimiento de restitución,False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,viniente (oi) que participan en el trámite de las solicitudes de acogimiento al procedimiento de restitución,False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,o único de contribuyentes a cargo de la sunat.10. solicitud: a la solicitud electrónica de restitución.v. bas,False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,simplificado de derechos arancelarios. 9. ruc: al registro único de contribuyentes a cargo de la sunat.10. s,False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,"si la importación de los insumos, a la fecha del registro de la solicitud, se ha realizado mediante el uso",False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,ión transmitida en la solicitud.c) la omisión del registro en la solicitud de la información contenida en la,False,1
ENLACE,Procedimientos - RESTITUCION DE DERECHOS ARANCELARIOS-DRAWBACK,SUNAT,WEB,"ión y se consigna la nueva fecha estimada para la autorización del abono, situación que es notificada al benefic",False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,posicion de mercancias con franquicia arancelaria procedimiento general proc: despa-pg.10 reposición de mercancía,False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,ento y seguimiento de lo dispuesto en el presente procedimiento es de responsabilidad del intendente nacional de,False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,iniciones y abreviaturaspara efectos del presente procedimiento se entiende por:1. buzón electrónico: a la secció,False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,almente la cantidad de unidades comerciales.2. el trámite de despacho de las mercancías en reposición se ef,False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,"ón de correo electrónico hasta la culminación del trámite.d) revisar continuamente el correo electrónico, i",False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,"de esta, las comunicaciones que se generen en el trámite de su solicitud. 3. la respuesta del oce o del oi",False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,certificado de reposición.6. el cip constituye la solicitud del certificado de reposición y tiene carácter de,False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,"ción de la voluntad de aplicación del régimen1. a solicitud del beneficiario, el despachador de aduana manifi",False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,"continuación, con la indicación del número de la solicitud asignado por el sistema informático:a) factura o",False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,la presentación virtual de documentos. 7. ruc: al registro único de contribuyentes a cargo de la sunat. v. b,False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,"l decreto legislativo n° 943 que aprobó la ley de registro único de contribuyentes, resolución de superinten",False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,ransferencia a la administración aduanera para su registro en el sistema informático.11. el certificado de r,False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,"importación, puede dar derecho a la obtención del certificado de reposición.6. el cip constituye la solicitud d",False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,el certificado de reposición y tiene carácter de declaración jur,False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,"declaración de importación para el consumo y del certificado de reposición, tal como se encuentra registrado e",False,1
ENLACE,Procedimientos - REPOSICION DE MERCANCIAS CON FRANQUICIA ARANCELARIA,SUNAT,WEB,"erceros por endoso del beneficiario, sin requerir autorización previa de la intendencia de aduana que lo emitió.",False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,deposito aduanero procedimiento general proc: despa-pg.03 depósito aduanero vigen,False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,ento y seguimiento de lo dispuesto en el presente procedimiento es de responsabilidad del intendente nacional de,False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,iniciones y abreviaturaspara efectos del presente procedimiento se entiende como: 1. buzón electrónico: a la secc,False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,"icado en el portal de la sunat, que sirve para el trámite y registro de información respecto de un despacho",False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,to faculta al agente de aduana a realizar actos y trámites relacionados con el despacho y retiro de las mer,False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,imen de depósito aduanero y no se ha culminado su trámite: b.1. para el despacho diferido: dentro del plazo,False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,"canal verde, el despachador de aduana formula la solicitud a través de la mpv-sunat y consigna el código 309",False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,2 “solicitud para reconocimiento físico.3. el canal de control,False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,ra la procedencia en parte o improcedencia de una solicitud.d) el que declara la procedencia cuya ejecución s,False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,"l portal de la sunat, que sirve para el trámite y registro de información respecto de un despacho aduanero,",False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,"ante el depositante, debe contar con su número de registro único de contribuyentes (ruc) activo, clave sol y",False,1
ENLACE,Procedimientos - DEPOSITO,SUNAT,WEB,de control se asigna una vez que se cuente con el registro de la llegada del medio de transporte de acuerdo,False,1
